"","forecast_date","location","target","target_end_date","type","quantile","value"
"1",2021-04-10,"US","1  day ahead inc hosp",2021-04-11,"quantile",0.01,4042.72038599329
"2",2021-04-10,"US","1  day ahead inc hosp",2021-04-11,"quantile",0.025,4309.44590280261
"3",2021-04-10,"US","1  day ahead inc hosp",2021-04-11,"quantile",0.05,4538.84456193663
"4",2021-04-10,"US","1  day ahead inc hosp",2021-04-11,"quantile",0.1,4803.32652433589
"5",2021-04-10,"US","1  day ahead inc hosp",2021-04-11,"quantile",0.15,4981.77124873574
"6",2021-04-10,"US","1  day ahead inc hosp",2021-04-11,"quantile",0.2,5123.59345887585
"7",2021-04-10,"US","1  day ahead inc hosp",2021-04-11,"quantile",0.25,5245.26428708704
"8",2021-04-10,"US","1  day ahead inc hosp",2021-04-11,"quantile",0.3,5354.52845121571
"9",2021-04-10,"US","1  day ahead inc hosp",2021-04-11,"quantile",0.35,5455.77798289655
"10",2021-04-10,"US","1  day ahead inc hosp",2021-04-11,"quantile",0.4,5551.85388724837
"11",2021-04-10,"US","1  day ahead inc hosp",2021-04-11,"quantile",0.45,5644.80843658615
"12",2021-04-10,"US","1  day ahead inc hosp",2021-04-11,"quantile",0.5,5736.28922666276
"13",2021-04-10,"US","1  day ahead inc hosp",2021-04-11,"quantile",0.55,5827.77001673938
"14",2021-04-10,"US","1  day ahead inc hosp",2021-04-11,"quantile",0.6,5920.72456607715
"15",2021-04-10,"US","1  day ahead inc hosp",2021-04-11,"quantile",0.65,6016.80047042898
"16",2021-04-10,"US","1  day ahead inc hosp",2021-04-11,"quantile",0.7,6118.05000210982
"17",2021-04-10,"US","1  day ahead inc hosp",2021-04-11,"quantile",0.75,6227.31416623849
"18",2021-04-10,"US","1  day ahead inc hosp",2021-04-11,"quantile",0.8,6348.98499444967
"19",2021-04-10,"US","1  day ahead inc hosp",2021-04-11,"quantile",0.85,6490.80720458979
"20",2021-04-10,"US","1  day ahead inc hosp",2021-04-11,"quantile",0.9,6669.25192898964
"21",2021-04-10,"US","1  day ahead inc hosp",2021-04-11,"quantile",0.95,6933.73389138889
"22",2021-04-10,"US","1  day ahead inc hosp",2021-04-11,"quantile",0.975,7163.13255052291
"23",2021-04-10,"US","1  day ahead inc hosp",2021-04-11,"quantile",0.99,7429.85806733224
"24",2021-04-10,"US","2  day ahead inc hosp",2021-04-12,"quantile",0.01,3581.38160349677
"25",2021-04-10,"US","2  day ahead inc hosp",2021-04-12,"quantile",0.025,3933.80596131613
"26",2021-04-10,"US","2  day ahead inc hosp",2021-04-12,"quantile",0.05,4236.91035154109
"27",2021-04-10,"US","2  day ahead inc hosp",2021-04-12,"quantile",0.1,4586.37030148655
"28",2021-04-10,"US","2  day ahead inc hosp",2021-04-12,"quantile",0.15,4822.14927064991
"29",2021-04-10,"US","2  day ahead inc hosp",2021-04-12,"quantile",0.2,5009.53892099553
"30",2021-04-10,"US","2  day ahead inc hosp",2021-04-12,"quantile",0.25,5170.30255550122
"31",2021-04-10,"US","2  day ahead inc hosp",2021-04-12,"quantile",0.3,5314.67326789633
"32",2021-04-10,"US","2  day ahead inc hosp",2021-04-12,"quantile",0.35,5448.4542484676
"33",2021-04-10,"US","2  day ahead inc hosp",2021-04-12,"quantile",0.4,5575.39931655912
"34",2021-04-10,"US","2  day ahead inc hosp",2021-04-12,"quantile",0.45,5698.22013906098
"35",2021-04-10,"US","2  day ahead inc hosp",2021-04-12,"quantile",0.5,5819.09368382425
"36",2021-04-10,"US","2  day ahead inc hosp",2021-04-12,"quantile",0.55,5939.96722858752
"37",2021-04-10,"US","2  day ahead inc hosp",2021-04-12,"quantile",0.6,6062.78805108937
"38",2021-04-10,"US","2  day ahead inc hosp",2021-04-12,"quantile",0.65,6189.73311918089
"39",2021-04-10,"US","2  day ahead inc hosp",2021-04-12,"quantile",0.7,6323.51409975216
"40",2021-04-10,"US","2  day ahead inc hosp",2021-04-12,"quantile",0.75,6467.88481214728
"41",2021-04-10,"US","2  day ahead inc hosp",2021-04-12,"quantile",0.8,6628.64844665296
"42",2021-04-10,"US","2  day ahead inc hosp",2021-04-12,"quantile",0.85,6816.03809699858
"43",2021-04-10,"US","2  day ahead inc hosp",2021-04-12,"quantile",0.9,7051.81706616195
"44",2021-04-10,"US","2  day ahead inc hosp",2021-04-12,"quantile",0.95,7401.2770161074
"45",2021-04-10,"US","2  day ahead inc hosp",2021-04-12,"quantile",0.975,7704.38140633236
"46",2021-04-10,"US","2  day ahead inc hosp",2021-04-12,"quantile",0.99,8056.80576415172
"47",2021-04-10,"US","3  day ahead inc hosp",2021-04-13,"quantile",0.01,3388.56078469618
