"","forecast_date","location","target","target_end_date","type","quantile","value"
"1",2021-07-03,"US","1  day ahead inc hosp",2021-07-04,"quantile",0.01,1114.75024532091
"2",2021-07-03,"US","1  day ahead inc hosp",2021-07-04,"quantile",0.025,1262.78428853692
"3",2021-07-03,"US","1  day ahead inc hosp",2021-07-04,"quantile",0.05,1390.10173242519
"4",2021-07-03,"US","1  day ahead inc hosp",2021-07-04,"quantile",0.1,1536.89059132411
"5",2021-07-03,"US","1  day ahead inc hosp",2021-07-04,"quantile",0.15,1635.92833754155
"6",2021-07-03,"US","1  day ahead inc hosp",2021-07-04,"quantile",0.2,1714.64039867472
"7",2021-07-03,"US","1  day ahead inc hosp",2021-07-04,"quantile",0.25,1782.16833847216
"8",2021-07-03,"US","1  day ahead inc hosp",2021-07-04,"quantile",0.3,1842.81051544898
"9",2021-07-03,"US","1  day ahead inc hosp",2021-07-04,"quantile",0.35,1899.00452990901
"10",2021-07-03,"US","1  day ahead inc hosp",2021-07-04,"quantile",0.4,1952.32715440692
"11",2021-07-03,"US","1  day ahead inc hosp",2021-07-04,"quantile",0.45,2003.91741070636
"12",2021-07-03,"US","1  day ahead inc hosp",2021-07-04,"quantile",0.5,2054.68972298317
"13",2021-07-03,"US","1  day ahead inc hosp",2021-07-04,"quantile",0.55,2105.46203525998
"14",2021-07-03,"US","1  day ahead inc hosp",2021-07-04,"quantile",0.6,2157.05229155941
"15",2021-07-03,"US","1  day ahead inc hosp",2021-07-04,"quantile",0.65,2210.37491605733
"16",2021-07-03,"US","1  day ahead inc hosp",2021-07-04,"quantile",0.7,2266.56893051735
"17",2021-07-03,"US","1  day ahead inc hosp",2021-07-04,"quantile",0.75,2327.21110749418
"18",2021-07-03,"US","1  day ahead inc hosp",2021-07-04,"quantile",0.8,2394.73904729162
"19",2021-07-03,"US","1  day ahead inc hosp",2021-07-04,"quantile",0.85,2473.45110842479
"20",2021-07-03,"US","1  day ahead inc hosp",2021-07-04,"quantile",0.9,2572.48885464222
"21",2021-07-03,"US","1  day ahead inc hosp",2021-07-04,"quantile",0.95,2719.27771354115
"22",2021-07-03,"US","1  day ahead inc hosp",2021-07-04,"quantile",0.975,2846.59515742941
"23",2021-07-03,"US","1  day ahead inc hosp",2021-07-04,"quantile",0.99,2994.62920064542
"24",2021-07-03,"US","2  day ahead inc hosp",2021-07-05,"quantile",0.01,1218.86240975202
"25",2021-07-03,"US","2  day ahead inc hosp",2021-07-05,"quantile",0.025,1399.14738176572
"26",2021-07-03,"US","2  day ahead inc hosp",2021-07-05,"quantile",0.05,1554.20240363498
"27",2021-07-03,"US","2  day ahead inc hosp",2021-07-05,"quantile",0.1,1732.97091352361
"28",2021-07-03,"US","2  day ahead inc hosp",2021-07-05,"quantile",0.15,1853.58517844007
"29",2021-07-03,"US","2  day ahead inc hosp",2021-07-05,"quantile",0.2,1949.44557264567
"30",2021-07-03,"US","2  day ahead inc hosp",2021-07-05,"quantile",0.25,2031.68525530272
"31",2021-07-03,"US","2  day ahead inc hosp",2021-07-05,"quantile",0.3,2105.539032053
"32",2021-07-03,"US","2  day ahead inc hosp",2021-07-05,"quantile",0.35,2173.9755626251
"33",2021-07-03,"US","2  day ahead inc hosp",2021-07-05,"quantile",0.4,2238.91513771511
"34",2021-07-03,"US","2  day ahead inc hosp",2021-07-05,"quantile",0.45,2301.74492815427
"35",2021-07-03,"US","2  day ahead inc hosp",2021-07-05,"quantile",0.5,2363.57857600336
"36",2021-07-03,"US","2  day ahead inc hosp",2021-07-05,"quantile",0.55,2425.41222385245
"37",2021-07-03,"US","2  day ahead inc hosp",2021-07-05,"quantile",0.6,2488.24201429161
"38",2021-07-03,"US","2  day ahead inc hosp",2021-07-05,"quantile",0.65,2553.18158938162
"39",2021-07-03,"US","2  day ahead inc hosp",2021-07-05,"quantile",0.7,2621.61811995372
"40",2021-07-03,"US","2  day ahead inc hosp",2021-07-05,"quantile",0.75,2695.471896704
"41",2021-07-03,"US","2  day ahead inc hosp",2021-07-05,"quantile",0.8,2777.71157936105
"42",2021-07-03,"US","2  day ahead inc hosp",2021-07-05,"quantile",0.85,2873.57197356665
"43",2021-07-03,"US","2  day ahead inc hosp",2021-07-05,"quantile",0.9,2994.18623848311
"44",2021-07-03,"US","2  day ahead inc hosp",2021-07-05,"quantile",0.95,3172.95474837175
"45",2021-07-03,"US","2  day ahead inc hosp",2021-07-05,"quantile",0.975,3328.009770241
"46",2021-07-03,"US","2  day ahead inc hosp",2021-07-05,"quantile",0.99,3508.2947422547
"47",2021-07-03,"US","3  day ahead inc hosp",2021-07-06,"quantile",0.01,1180.43041972499
"48",2021-07-03,"US","3  day ahead inc hosp",2021-07-06,"quantile",0.025,1374.59943651913
"49",2021-07-03,"US","3  day ahead inc hosp",2021-07-06,"quantile",0.05,1541.5955028527
"50",2021-07-03,"US","3  day ahead inc hosp",2021-07-06,"quantile",0.1,1734.13127225778
"51",2021-07-03,"US","3  day ahead inc hosp",2021-07-06,"quantile",0.15,1864.03424180977
"52",2021-07-03,"US","3  day ahead inc hosp",2021-07-06,"quantile",0.2,1967.27700400175
"53",2021-07-03,"US","3  day ahead inc hosp",2021-07-06,"quantile",0.25,2055.85010105262
"54",2021-07-03,"US","3  day ahead inc hosp",2021-07-06,"quantile",0.3,2135.39147967094
"55",2021-07-03,"US","3  day ahead inc hosp",2021-07-06,"quantile",0.35,2209.0984209959
"56",2021-07-03,"US","3  day ahead inc hosp",2021-07-06,"quantile",0.4,2279.03910049579
"57",2021-07-03,"US","3  day ahead inc hosp",2021-07-06,"quantile",0.45,2346.70751732881
"58",2021-07-03,"US","3  day ahead inc hosp",2021-07-06,"quantile",0.5,2413.30307697835
"59",2021-07-03,"US","3  day ahead inc hosp",2021-07-06,"quantile",0.55,2479.89863662788
"60",2021-07-03,"US","3  day ahead inc hosp",2021-07-06,"quantile",0.6,2547.56705346091
"61",2021-07-03,"US","3  day ahead inc hosp",2021-07-06,"quantile",0.65,2617.50773296079
"62",2021-07-03,"US","3  day ahead inc hosp",2021-07-06,"quantile",0.7,2691.21467428576
"63",2021-07-03,"US","3  day ahead inc hosp",2021-07-06,"quantile",0.75,2770.75605290408
"64",2021-07-03,"US","3  day ahead inc hosp",2021-07-06,"quantile",0.8,2859.32914995495
"65",2021-07-03,"US","3  day ahead inc hosp",2021-07-06,"quantile",0.85,2962.57191214693
"66",2021-07-03,"US","3  day ahead inc hosp",2021-07-06,"quantile",0.9,3092.47488169892
"67",2021-07-03,"US","3  day ahead inc hosp",2021-07-06,"quantile",0.95,3285.01065110399
"68",2021-07-03,"US","3  day ahead inc hosp",2021-07-06,"quantile",0.975,3452.00671743757
"69",2021-07-03,"US","3  day ahead inc hosp",2021-07-06,"quantile",0.99,3646.17573423171
"70",2021-07-03,"US","4  day ahead inc hosp",2021-07-07,"quantile",0.01,1048.94973046313
"71",2021-07-03,"US","4  day ahead inc hosp",2021-07-07,"quantile",0.025,1258.45794720372
"72",2021-07-03,"US","4  day ahead inc hosp",2021-07-07,"quantile",0.05,1438.6465717222
"73",2021-07-03,"US","4  day ahead inc hosp",2021-07-07,"quantile",0.1,1646.39251581173
"74",2021-07-03,"US","4  day ahead inc hosp",2021-07-07,"quantile",0.15,1786.55771801285
"75",2021-07-03,"US","4  day ahead inc hosp",2021-07-07,"quantile",0.2,1897.95657739498
"76",2021-07-03,"US","4  day ahead inc hosp",2021-07-07,"quantile",0.25,1993.52687960232
"77",2021-07-03,"US","4  day ahead inc hosp",2021-07-07,"quantile",0.3,2079.35196470887
"78",2021-07-03,"US","4  day ahead inc hosp",2021-07-07,"quantile",0.35,2158.88169655465
"79",2021-07-03,"US","4  day ahead inc hosp",2021-07-07,"quantile",0.4,2234.34763484686
